Seed,Dataset,Sample_ID,Control_Absolute_Error,Weighted_Absolute_Error,Absolute_Error_Reduction,Weighted_Improved
11,Validation,randomness_0.5936,0.002000335603952408,0.002141246572136879,-0.00014091096818447113,False
11,Validation,randomness_0.5946,0.001077825203537941,0.0009064096957445145,0.00017141550779342651,True
11,Validation,randomness_0.6166,0.001250769942998886,0.001336636021733284,-8.586607873439789e-05,False
11,Validation,randomness_0.6196,0.003512384369969368,0.0033641792833805084,0.00014820508658885956,True
11,Validation,randomness_0.6226,0.0027644187211990356,0.0024825576692819595,0.0002818610519170761,True
11,Validation,randomness_0.6256,0.0034889336675405502,0.0034751538187265396,1.377984881401062e-05,True
11,Validation,randomness_0.6316,0.0032327137887477875,0.00289732962846756,0.00033538416028022766,True
11,Validation,randomness_0.6336,0.0034676603972911835,0.0033569131046533585,0.00011074729263782501,True
11,Validation,randomness_0.6366,0.0003253929316997528,0.0002317037433385849,9.368918836116791e-05,True
11,Validation,randomness_0.6426,0.0004588160663843155,0.00046386197209358215,-5.045905709266663e-06,False
11,Validation,randomness_0.6436,0.0026256851851940155,0.0024572350084781647,0.00016845017671585083,True
11,Validation,randomness_0.6456,0.003732861950993538,0.0038305912166833878,-9.772926568984985e-05,False
11,Validation,randomness_0.6496,0.0033359918743371964,0.0034028906375169754,-6.689876317977905e-05,False
11,Validation,randomness_0.6757,0.00039730221033096313,0.000288267619907856,0.00010903459042310715,True
11,Validation,randomness_0.6837,0.0026020039804279804,0.0026073181070387363,-5.31412661075592e-06,False
11,Validation,randomness_0.6887,0.003044756595045328,0.002827512566000223,0.00021724402904510498,True
11,Validation,randomness_0.6897,0.0011908020824193954,0.0013743974268436432,-0.00018359534442424774,False
11,Validation,randomness_0.6907,0.002090045250952244,0.0020656101405620575,2.443511039018631e-05,True
11,Validation,randomness_0.7157,0.0004245741292834282,0.00022796634584665298,0.0001966077834367752,True
11,Validation,randomness_0.7257,0.002253015525639057,0.0021195774897933006,0.00013343803584575653,True
11,Validation,randomness_0.7267,0.0018433388322591782,0.0017038574442267418,0.00013948138803243637,True
11,Validation,randomness_0.7317,0.0005824053660035133,0.0005736872553825378,8.718110620975494e-06,True
11,Validation,randomness_0.7528,0.0025458605960011482,0.0023445729166269302,0.000201287679374218,True
11,Validation,randomness_0.7588,5.679391324520111e-05,5.0535425543785095e-05,6.258487701416016e-06,True
11,Validation,randomness_0.7648,0.0010875854641199112,0.0009222067892551422,0.00016537867486476898,True
11,Validation,randomness_0.7688,0.0009308122098445892,0.0007650069892406464,0.00016580522060394287,True
11,Validation,randomness_0.7758,0.0025792131200432777,0.002225504256784916,0.0003537088632583618,True
